video_id,trending_date,title,channel_title,tags,views,likes,dislikes,comment_count,countries_trending_in,publish-day,publish-time
7pbyoNwmcpc,12-17-2017,Kill (Full Video) | Garry Sandhu | Vee Music | Latest Punjabi New Songs 2017 | Fresh Media Records,Fresh Media Records,"['Garry Sandhu Kill', 'Garry Sandhu Dil de Kareeb', 'Jassie Gill Guitar Sikhda', 'Tarsem Jassar New Song', 'Kill Punjabi New Song 2017', 'Kill Garry Sandhu', 'Latest Punjabi new song 2017', 'new punjabi romantic songs', 'punjabi new sad songs 2017', 'new punjabi song 2017', 'Parmish Verma Gaal Ni Kadni', 'Sidhu Moosewala Listen', 'Sidhu Moosewala New Songs', 'Garry Sandhu New Songs', 'Guri Geetmp3 New Songs', 'Sharry Maan Cute Munda', 'guru randhawa lahore']",2006518,61012,1809,4374,['CA'],2017-12-14,04:39:20
hp_labuiDHY,12-17-2017,Zack Knight - Galtiyan (Official Music Video),iamzackknight,"['zack knight', 'galtiyan', 'zack knight galtiyan', 'bom diggy', 'zack knight songs', 'jasmin walia', 'zack knight new song', 'zack knight new song 2017', 'hindi songs', 'zack night', 'latest song zack night', 'jack knight', 'zack knight songs 2017', 'zak knight', 'zach knight', 'zack knight 2017', 'latest hindi songs', 'latest bollywood songs', 'adam saleh', 'tiger zinda hai song', 'romantic hindi songs', 'latest punjabi songs', 'new punjabi songs', 'high rated gabru']",1282041,62895,947,3269,['CA'],2017-12-15,14:15:37
KqFQUdMIzqs,12-17-2017,Machine Gun Kelly - The Break Up (Audio),MGKVEVO,"['Machine', 'Gun', 'Kelly', 'The', 'Break', 'Up', 'Bad', 'Boy/Interscope', 'Records', 'Hip', 'Hop']",460950,32658,361,1672,['CA'],2017-12-15,05:00:01
W0sWnTzIcNY,12-17-2017,Teaser | Nai Shad Da | Gippy Grewal | Jay K | Jaani | Humble Music,Humble Music,"['teaser', 'nai shad da', 'gippy new song', 'nai shad da gippy grewal', 'jay k', 'nai shad da teaser', 'desi', 'mai shad da full song', 'punjab', 'nai shad da full video', 'bhangra', 'hip hop', 'latest punjabi song 2017', 'nai', 'shad', 'da', 'punjabi song', 'latest punjabi movie 2017', 'humble music', 'gippy', 'gippy grewal']",638509,10851,274,383,['CA'],2017-12-16,12:31:08
tb-dW5x2DAc,12-17-2017,BTS Tell Us What They Love About Each Other & An Update On Tony & Nate From America Hustle Life,AskAnythingChat,"['AskAnythingChat', 'Ask Anything Chat', 'Live Chat', 'Live Chat with Celebrities', 'Live Chat With Musicians', 'Live Chat Platform', 'Live Fan Chat', 'Chat with Celebrities', 'Fans Ask Questions to Celebrities', 'Online Chat with Celebrities', 'Ask Celebrities Questions Live', 'Online Chat', 'most requested live', 'on air romeo', 'ask anything', 'dave reynolds', 'sixx sense', 'nikki sixx', 'cody alan', 'cmt', 'after midnite', 'country music television', 'bobby bones', 'iheart', 'iheart radio', 'BTS']",324230,31439,40,2575,['CA'],2017-12-16,13:12:08
N1w-hDiJ4dM,12-17-2017,"Tyler, The Creator: NPR Music Tiny Desk Concert",NPR Music,"['NPR', 'NPR Music', 'National Public Radio', 'Live', 'Performance', 'tyler the creator', 'tiny desk concert', 'tiny desk', 'glitter', 'boredom', 'see you again']",419367,32416,221,1703,['CA'],2017-12-14,14:00:01
eiDiKwbGfIY,12-18-2017,Ed Sheeran - Perfect Symphony (with Andrea Bocelli),Ed Sheeran,"['edsheeran', 'ed sheeran', 'acoustic', 'live', 'cover', 'official', 'remix', 'official video', 'lyrics', 'session']",14815407,829222,12001,31299,"['US', 'CA', 'FR', 'DE']",2017-12-15,08:12:39
3BXDsVD6O10,12-18-2017,Eminem - River (Audio) ft. Ed Sheeran,EminemVEVO,"['Eminem', 'Eminem 2017', 'New Eminem', 'New Eminem 2017', 'Eminem Ed Sheeran', 'Eminem Ed Sheeran Collab', 'Eminem River', 'Ed Sheeran River', 'Eminem Ed Sheeran River', 'River ft Ed Sheeran', 'Revival', 'Eminem Revival', 'Revival 2017', 'Eminem single', 'Eminem single 2017', 'Eminem Songs', 'Eminem album', 'Eminem all songs', 'River', 'Aftermath/Shady/Interscope', 'Rap']",11020054,599696,10796,40310,"['CA', 'FR', 'DE']",2017-12-15,05:00:00
Jtzn9OQ20Vk,12-18-2017,Tareyaan De Des ( Full Video ) | Prabh Gill | Maninder Kailey | Desi Routz | Sukh Sanghera,Speed Records,"['Tareyaan De Des', 'punjabi songs', 'punjabi music', 'punjabi latest songs', 'punjabi romantic songs', 'punjabi', 'bhangra', 'latest punjabi songs 2017', 'punjab', 'desi', 'speed records', 'Prabh Gill', 'Maninder Kailey', 'Sukh Sanghera', 'prab gill', 'tareyan de des', 'taariyan de des', 'prabh gill new songs']",694597,41540,511,2402,['CA'],2017-12-17,12:30:00
xZsONNB3gXU,12-18-2017,LAKH LAAHNTA - RAVNEET (Full Song) Gupz Sehra | Mawin Singh | Latest Punjabi Songs 2017 | Juke Dock,Juke Dock,"['lakh laahnta', 'lakh laahnta ravneet', 'ravneet lakh laahnta', 'new song lakh laahnta', 'latest song lakh laahnta', 'ravneet new song', 'ravneet songs', 'lakh laahnta ravneet singh', 'latest punjabi songs', 'ravneet si']",1328540,47502,1665,3463,['CA'],2017-12-16,11:31:25
JNk3LW4cKa0,12-18-2017,When Gordon Ramsay brings his savageness to Korea,Satisfying and Relaxing 1510,"['Gordon Ramsay', 'Gordon Ramsay in Korea', 'When Gordon Ramsay brings his savageness to Korea']",701924,9439,286,930,['CA'],2017-12-14,18:27:07
zqhjpQxfq4Q,12-18-2017,Joyner Lucas I'm Not Racist Official Lyrics & Meaning,Genius,"['genius', 'rap genius', 'verified', 'official lyrics', 'lyrics', 'lyric video', 'Lyric videos', 'pop music', 'hip hop', 'rap', 'new pop music', 'joyner lucas half nigga', 'joyner lucas im not racist music video', 'im not racist music video', 'joyner lucas vevo']",1186197,61469,1840,6000,['CA'],2017-12-15,18:34:44
dZ0fwJojhrs,12-18-2017,Guru Randhawa: Lahore (Official Video) Bhushan Kumar | Vee | DirectorGifty | T-Series,T-Series,"['lahore song', 'lahore guru randhawa song', 'lahore video song', 'lahore guru randhawa', 'guru randhawa lahore', 'lahore song guru 2017', 'guru randhawa', 'guru randhawa lahore full song', 'tseries', 'guru randhawa songs', 'latest punjabi songs', 'latest hindi songs', 'guru randhawa latest songs', 'guru randhawa new song', 'new song 2017', 'tseries songs', 'hardy sandhu songs', 'jaani', 'lahore by guru randhawa', 'lahore', 'new punjabi songs 2017', 'punjabi songs']",17682158,449751,20189,23630,['CA'],2017-12-14,04:29:47
3G8CM-6BZC4,12-18-2017,Perfect - Ed Sheeran & Beyoncé (Boyce Avenue acoustic cover) on Spotify & iTunes,boyceavenue,"['Perfect', 'Perfect Cover', 'Perfect Boyce Avenue', 'Boyce Avenue', 'Ed Sheeran', 'Ed Sheeran Cover', 'Ed Sheeran Boyce Avenue Boyce Avenue Cover', 'Acoustic Covers of Popular Music', 'Boyce Avenue 2017', 'Acoustic Music', 'Boyce Avenue Playlist', 'Cover', 'Cover Song', 'Guitar Cover', 'Acoustic songs', '2017', 'Acoustic Playlist']",236662,25725,164,1341,['CA'],2017-12-17,17:00:09
asYQiRvE1Xk,12-18-2017,Russ - Wife You Up (Official Video),RussVEVO,"['Columbia', 'Rap', 'Russ', 'Wife You Up']",777993,52776,634,2134,['CA'],2017-12-15,20:00:00
zXHUHx4R9kI,12-18-2017,Jaden Smith - George Jeff,JadenSmithVEVO,"['Jaden', 'Smith', 'George', 'Jeff', 'Syre', 'MSFTSMusic/Roc', 'Nation', 'Hip', 'Hop']",1729622,108586,3975,7323,"['CA', 'GB']",2017-12-15,05:00:05
Xt0CRSPpUBE,12-18-2017,Best Pop Christmas Songs Ever 2017 2018 - Best 100 Songs Merry Christmas Playlist 2018,OPM Love Songs,"['Best Pop Christmas Songs', 'The Most Popular Christmas Songs', 'Merry Christmas', 'Merry Christmas 2018', 'The Best Christmas Songs', 'Christmas Songs', 'Christmas Songs 2018', 'Best Christmas Playlist', 'Christmas 2018', 'best christmas songs', 'best christmas playlist', 'best christmas song', 'christmas songs playlist', 'top christmas songs of all time', 'mariah carey christmas', 'mariah carey christmas songs', 'justin bieber christmas song']",175389,162,82,18,['CA'],2017-12-16,07:08:07
Hsbd0ebtCF4,12-18-2017,Saade Baarah (Full Video) Mehtab Virk -New Punjabi Songs 2017 - Latest Punjabi Songs 2017 - WHM,White Hill Music,"['punjabi songs', 'punjabi bhangra', 'punjabi music', 'punjabi bhangra music', 'punjabi latest songs', 'punjabi romantic songs', 'punjabi sad songs', 'punjabi', 'bhangra', 'latest punjabi songs 2017', 'new punjabi songs 2017', 'punjab', 'desi', 'white hill', 'saade baarah', 'mehtab virk', 'mehtab virk saade baarah', 'mehtab virk new song', 'mehtab virk new video', 'new video song punjabi', 'new songs 2017', 'latest songs 2017', 'Full HD punjabi Songs']",807767,16549,768,718,['CA'],2017-12-17,05:29:15
u5lxsBjCGc0,12-18-2017,Dr Zeus - Woofer Official Song | Snoop Dogg | Zora Randhawa | Nargis Fakhri,BeingU Music,"['beingu music', 'woofer', 'woofer teaser', 'woofer full song', 'woofer official music video', 'woofer dr zeus', 'woofer snoop dogg', 'zora randhawa', 'nargis fakhri', 'woofer song', 'woofer trailer', 'dr zeus song', 'dr zeus songs', 'woofer zora randhawa', 'punjabi songs', '2017 punjabi songs', 'snoop dogg punjabi song', 'latest punjabi songs', 'zora randhawa songs', 'punjabi latest songs', 'dr zeus latest songs', 'dr zeus 2017 songs', 'snoop dogg', 'snoop lion', 'nargis fakhri woofer', 'woofer songs']",15343697,129211,4942,4106,['CA'],2017-12-13,06:30:01
hp_labuiDHY,12-18-2017,Zack Knight - Galtiyan (Official Music Video),iamzackknight,"['zack knight', 'galtiyan', 'zack knight galtiyan', 'bom diggy', 'zack knight songs', 'jasmin walia', 'zack knight new song', 'zack knight new song 2017', 'hindi songs', 'zack night', 'latest song zack night', 'jack knight', 'zack knight songs 2017', 'zak knight', 'zach knight', 'zack knight 2017', 'latest hindi songs', 'latest bollywood songs', 'adam saleh', 'tiger zinda hai song', 'romantic hindi songs', 'latest punjabi songs', 'new punjabi songs', 'high rated gabru']",1739185,74131,1177,3581,['CA'],2017-12-15,14:15:37
KqFQUdMIzqs,12-18-2017,Machine Gun Kelly - The Break Up (Audio),MGKVEVO,"['Machine', 'Gun', 'Kelly', 'The', 'Break', 'Up', 'Bad', 'Boy/Interscope', 'Records', 'Hip', 'Hop']",610561,37801,436,1889,['CA'],2017-12-15,05:00:01
7pbyoNwmcpc,12-18-2017,Kill (Full Video) | Garry Sandhu | Vee Music | Latest Punjabi New Songs 2017 | Fresh Media Records,Fresh Media Records,"['Garry Sandhu Kill', 'Garry Sandhu Dil de Kareeb', 'Jassie Gill Guitar Sikhda', 'Tarsem Jassar New Song', 'Kill Punjabi New Song 2017', 'Kill Garry Sandhu', 'Latest Punjabi new song 2017', 'new punjabi romantic songs', 'punjabi new sad songs 2017', 'new punjabi song 2017', 'Parmish Verma Gaal Ni Kadni', 'Sidhu Moosewala Listen', 'Sidhu Moosewala New Songs', 'Garry Sandhu New Songs', 'Guri Geetmp3 New Songs', 'Sharry Maan Cute Munda', 'guru randhawa lahore']",2192403,64926,1918,4506,['CA'],2017-12-14,04:39:20
3TtxYU7oKOI,12-18-2017,HASEENA - KULBIR JHINJER (Full Song) Deep Jandu | Sukh Sanghera | Punjabi Songs | Hi Speed Records,Hi Speed Records,"['haseena', 'HASEENA', 'haseena kulbir jhinjer', 'kulbir jhinjer haseena', 'haseena song', 'new song haseena', 'new punjabi songs haseena', 'kulbir jhinjer songs', 'kulbir jhinjer', 'latest punjabi songs', 'punjabi songs', 'punjabi romantic songs', 'punjabi sad songs', 'punjabi latest songs', 'new punjabi songs', 'latest audio song', 'punjab', 'punjabi song', 'latest punjabi songs 2017', 'latest songs', 'new songs 2017', 'new songs', 'romantic song', 'kulbir', 'hit song', 'new punjabi songs 2017', 'punjabi hit song', 'deep jandu']",25128,2892,171,242,['CA'],2017-12-18,04:30:00
eiDiKwbGfIY,12-19-2017,Ed Sheeran - Perfect Symphony (with Andrea Bocelli),Ed Sheeran,"['edsheeran', 'ed sheeran', 'acoustic', 'live', 'cover', 'official', 'remix', 'official video', 'lyrics', 'session']",17446067,891116,13501,36931,"['US', 'CA', 'DE']",2017-12-15,08:12:39
3BXDsVD6O10,12-19-2017,Eminem - River (Audio) ft. Ed Sheeran,EminemVEVO,"['Eminem', 'Eminem 2017', 'New Eminem', 'New Eminem 2017', 'Eminem Ed Sheeran', 'Eminem Ed Sheeran Collab', 'Eminem River', 'Ed Sheeran River', 'Eminem Ed Sheeran River', 'River ft Ed Sheeran', 'Revival', 'Eminem Revival', 'Revival 2017', 'Eminem single', 'Eminem single 2017', 'Eminem Songs', 'Eminem album', 'Eminem all songs', 'River', 'Aftermath/Shady/Interscope', 'Rap']",13429202,656774,12718,42525,"['CA', 'DE']",2017-12-15,05:00:00
p_IwENcMPOA,12-19-2017,Thomas Rhett - Marry Me,ThomasRhettVEVO,"['Thomas', 'Rhett', 'Marry', 'Me', 'Valory', 'Country']",852830,24412,644,1563,"['US', 'CA']",2017-12-18,05:01:00
Jtzn9OQ20Vk,12-19-2017,Tareyaan De Des ( Full Video ) | Prabh Gill | Maninder Kailey | Desi Routz | Sukh Sanghera,Speed Records,"['Tareyaan De Des', 'punjabi songs', 'punjabi music', 'punjabi latest songs', 'punjabi romantic songs', 'punjabi', 'bhangra', 'latest punjabi songs 2017', 'punjab', 'desi', 'speed records', 'Prabh Gill', 'Maninder Kailey', 'Sukh Sanghera', 'prab gill', 'tareyan de des', 'taariyan de des', 'prabh gill new songs']",1426192,63901,903,3309,['CA'],2017-12-17,12:30:00
ZFy7RdZWwj8,12-19-2017,Joyner Lucas - Bank Account (Remix),joyner lucas,"['21 savage', 'bank account remix', 'joyner', 'lucas', 'tech n9ne', 'logic', 'j cole', 'kendrick lamar', 'eminem']",1586733,163025,2019,21689,['CA'],2017-12-18,17:21:12
3TtxYU7oKOI,12-19-2017,HASEENA - KULBIR JHINJER (Full Song) Deep Jandu | Sukh Sanghera | Punjabi Songs | Hi Speed Records,Hi Speed Records,"['haseena', 'HASEENA', 'haseena kulbir jhinjer', 'kulbir jhinjer haseena', 'haseena song', 'new song haseena', 'new punjabi songs haseena', 'kulbir jhinjer songs', 'kulbir jhinjer', 'latest punjabi songs', 'punjabi songs', 'punjabi romantic songs', 'punjabi sad songs', 'punjabi latest songs', 'new punjabi songs', 'latest audio song', 'punjab', 'punjabi song', 'latest punjabi songs 2017', 'latest songs', 'new songs 2017', 'new songs', 'romantic song', 'kulbir', 'hit song', 'new punjabi songs 2017', 'punjabi hit song', 'deep jandu']",880532,13462,934,842,['CA'],2017-12-18,04:30:00
xZsONNB3gXU,12-19-2017,LAKH LAAHNTA - RAVNEET (Full Song) Gupz Sehra | Mawin Singh | Latest Punjabi Songs 2017 | Juke Dock,Juke Dock,"['lakh laahnta', 'lakh laahnta ravneet', 'ravneet lakh laahnta', 'new song lakh laahnta', 'latest song lakh laahnta', 'ravneet new song', 'ravneet songs', 'lakh laahnta ravneet singh', 'latest punjabi songs', 'ravneet si']",1762397,55997,2066,4172,['CA'],2017-12-16,11:31:25
JNk3LW4cKa0,12-19-2017,When Gordon Ramsay brings his savageness to Korea,Satisfying and Relaxing 1510,"['Gordon Ramsay', 'Gordon Ramsay in Korea', 'When Gordon Ramsay brings his savageness to Korea']",860820,12939,382,1193,['CA'],2017-12-14,18:27:07
Ku-WC1EaPXI,12-19-2017,BHAD BHABIE - Mama Don't Worry (Still Ain't Dirty) Official Music Video | Danielle Bregoli,Bhad Bhabie,"['danielle bregoli', 'cash me ousside', 'cash me outside', 'dr phil', 'how bow dah', 'catch me outside', 'catch me ousside', 'hi bich', 'what you know', 'watch know', 'watch now', 'heaux', 'these heaux', 'these hoes', 'hi bich music video', 'these heaux 2017', 'these hoes 2017', 'music', 'new music', 'hip hop', 'white horse', 'hi bich song', 'hi bitch video', 'new danielle bregoli', 'bhadbhade', 'bhad barbie', 'lyrics', 'broccoli', 'barbie', 'bad barbie', 'bhad bharbie', 'did all this dirt', 'still aint dirty']",1472180,138892,4874,18839,['CA'],2017-12-18,16:33:22
zqhjpQxfq4Q,12-19-2017,Joyner Lucas I'm Not Racist Official Lyrics & Meaning,Genius,"['genius', 'rap genius', 'verified', 'official lyrics', 'lyrics', 'lyric video', 'Lyric videos', 'pop music', 'hip hop', 'rap', 'new pop music', 'joyner lucas half nigga', 'joyner lucas im not racist music video', 'im not racist music video', 'joyner lucas vevo']",1360478,67441,2090,6425,['CA'],2017-12-15,18:34:44
ORIpWftFyqo,12-19-2017,Nai Shad Da | Gippy Grewal | Jay K | Jaani | Nataša Stanković | Official Music Video | Humble Music,Humble Music,"['nai shad da', 'nai shad da gippy grewal', 'nai shad da song', 'nai shad da full song', 'gippy grewal song', 'jak k', 'jaani', 'gurlez akhtar', 'punjabi latest song', 'desi', 'punjabi romantic songs', 'punjabi sad songs', 'humble music']",511660,50395,1815,1995,['CA'],2017-12-19,02:30:12
dZ0fwJojhrs,12-19-2017,Guru Randhawa: Lahore (Official Video) Bhushan Kumar | Vee | DirectorGifty | T-Series,T-Series,"['lahore song', 'lahore guru randhawa song', 'lahore video song', 'lahore guru randhawa', 'guru randhawa lahore', 'lahore song guru 2017', 'guru randhawa', 'guru randhawa lahore full song', 'tseries', 'guru randhawa songs', 'latest punjabi songs', 'latest hindi songs', 'guru randhawa latest songs', 'guru randhawa new song', 'new song 2017', 'tseries songs', 'hardy sandhu songs', 'jaani', 'lahore by guru randhawa', 'lahore', 'new punjabi songs 2017', 'punjabi songs']",20956090,488364,22158,25744,['CA'],2017-12-14,04:29:47
0ZLbOuW-NuY,12-19-2017,Thank You,Gorillaz,"['gorillaz', 'humanz', 'damon albarn', 'jamie hewlett', 'murdoc niccals', 'russel hobbs', 'noodle', '2d', 'jaguar racing', 'sonos', 'saturnz barz', 'bigbabydram', 'kali uchis', 'peven everett', 'popcaan', 'gorillaz app', 'humanzhouseparty', 'spirit house', 'demon dayz', 'humanzworldtour', 'danny brown', 'vince staples', 'little simz', 'de la soul', 'pusha t', 'anthony hamilton', 'mistajam', 'gfoot', 'strobelite', 'jehnny beth']",343876,64327,279,4590,"['CA', 'FR', 'DE']",2017-12-18,11:53:29
asYQiRvE1Xk,12-19-2017,Russ - Wife You Up (Official Video),RussVEVO,"['Columbia', 'Rap', 'Russ', 'Wife You Up']",1001813,60129,826,2300,['CA'],2017-12-15,20:00:00
X8sSXU-J8fI,12-20-2017,Ozuna - La Modelo Ft Cardi B ( Video Oficial ),Ozuna,"['Ozuna', 'Reggaeton', 'Odisea', 'Odisea The Album', 'La Modelo', 'Cardi B', 'Video Oficial', 'Music Video', 'Latin Music']",3810285,249447,8822,16560,"['CA', 'GB', 'FR', 'DE']",2017-12-19,19:00:31
eiDiKwbGfIY,12-20-2017,Ed Sheeran - Perfect Symphony (with Andrea Bocelli),Ed Sheeran,"['edsheeran', 'ed sheeran', 'acoustic', 'live', 'cover', 'official', 'remix', 'official video', 'lyrics', 'session']",19963184,940445,14917,38884,"['US', 'CA', 'DE']",2017-12-15,08:12:39
ZFy7RdZWwj8,12-20-2017,Joyner Lucas - Bank Account (Remix),joyner lucas,"['21 savage', 'bank account remix', 'joyner', 'lucas', 'tech n9ne', 'logic', 'j cole', 'kendrick lamar', 'eminem']",2594924,202123,2745,26064,['CA'],2017-12-18,17:21:12
ORIpWftFyqo,12-20-2017,Nai Shad Da | Gippy Grewal | Jay K | Jaani | Nataša Stanković | Official Music Video | Humble Music,Humble Music,"['nai shad da', 'nai shad da gippy grewal', 'nai shad da song', 'nai shad da full song', 'gippy grewal song', 'jak k', 'jaani', 'gurlez akhtar', 'punjabi latest song', 'desi', 'punjabi romantic songs', 'punjabi sad songs', 'humble music']",3730703,100157,4807,4710,['CA'],2017-12-19,02:30:12
Jtzn9OQ20Vk,12-20-2017,Tareyaan De Des ( Full Video ) | Prabh Gill | Maninder Kailey | Desi Routz | Sukh Sanghera,Speed Records,"['Tareyaan De Des', 'punjabi songs', 'punjabi music', 'punjabi latest songs', 'punjabi romantic songs', 'punjabi', 'bhangra', 'latest punjabi songs 2017', 'punjab', 'desi', 'speed records', 'Prabh Gill', 'Maninder Kailey', 'Sukh Sanghera', 'prab gill', 'tareyan de des', 'taariyan de des', 'prabh gill new songs']",1973353,76277,1185,3786,['CA'],2017-12-17,12:30:00
3BXDsVD6O10,12-20-2017,Eminem - River (Audio) ft. Ed Sheeran,EminemVEVO,"['Eminem', 'Eminem 2017', 'New Eminem', 'New Eminem 2017', 'Eminem Ed Sheeran', 'Eminem Ed Sheeran Collab', 'Eminem River', 'Ed Sheeran River', 'Eminem Ed Sheeran River', 'River ft Ed Sheeran', 'Revival', 'Eminem Revival', 'Revival 2017', 'Eminem single', 'Eminem single 2017', 'Eminem Songs', 'Eminem album', 'Eminem all songs', 'River', 'Aftermath/Shady/Interscope', 'Rap']",15761943,708491,14458,44776,['CA'],2017-12-15,05:00:00
3TtxYU7oKOI,12-20-2017,HASEENA - KULBIR JHINJER (Full Song) Deep Jandu | Sukh Sanghera | Punjabi Songs | Hi Speed Records,High Speed Records,"['haseena', 'HASEENA', 'haseena kulbir jhinjer', 'kulbir jhinjer haseena', 'haseena song', 'new song haseena', 'new punjabi songs haseena', 'kulbir jhinjer songs', 'kulbir jhinjer', 'latest punjabi songs', 'punjabi songs', 'punjabi romantic songs', 'punjabi sad songs', 'punjabi latest songs', 'new punjabi songs', 'latest audio song', 'punjab', 'punjabi song', 'latest punjabi songs 2017', 'latest songs', 'new songs 2017', 'new songs', 'romantic song', 'kulbir', 'hit song', 'new punjabi songs 2017', 'punjabi hit song', 'deep jandu']",1878540,18527,1274,1076,['CA'],2017-12-18,04:30:00
xZsONNB3gXU,12-20-2017,LAKH LAAHNTA - RAVNEET (Full Song) Gupz Sehra | Mawin Singh | Latest Punjabi Songs 2017 | Juke Dock,Juke Dock,"['lakh laahnta', 'lakh laahnta ravneet', 'ravneet lakh laahnta', 'new song lakh laahnta', 'latest song lakh laahnta', 'ravneet new song', 'ravneet songs', 'lakh laahnta ravneet singh', 'latest punjabi songs', 'ravneet si']",2209187,62337,2391,4139,['CA'],2017-12-16,11:31:25
Ku-WC1EaPXI,12-20-2017,BHAD BHABIE - Mama Don't Worry (Still Ain't Dirty) Official Music Video | Danielle Bregoli,Bhad Bhabie,"['danielle bregoli', 'cash me ousside', 'cash me outside', 'dr phil', 'how bow dah', 'catch me outside', 'catch me ousside', 'hi bich', 'what you know', 'watch know', 'watch now', 'heaux', 'these heaux', 'these hoes', 'hi bich music video', 'these heaux 2017', 'these hoes 2017', 'music', 'new music', 'hip hop', 'white horse', 'hi bich song', 'hi bitch video', 'new danielle bregoli', 'bhadbhade', 'bhad barbie', 'lyrics', 'broccoli', 'barbie', 'bad barbie', 'bhad bharbie', 'did all this dirt', 'still aint dirty']",2311711,178559,6955,23810,['CA'],2017-12-18,16:33:22
5CG-AXOAYko,12-20-2017,Preet Harpal: Haan Kargi (Full Song) DJ Flow | Latest Punjabi Songs 2017,T-Series Apna Punjab,"['haan kargi preet harpal', 'haan kargi', 'preet harpal', 'punjabi songs 2017', 'dj flow songs', 'latest punjabi songs', 'preet harpal songs', 'latest punjabi songs 2017', 'preet hundal', 'preet harpal all songs', 'tseries apnapunjab', 'tseries punjabi songs', 'punjabi video songs', 'punjabi songs new 2017', 'punjabi movies 2017', 'mankirat aulakh songs', 'romantic punjabi songs', 'preet harpal new song', 'punjabi songs', 'dj flow punjabi songs', 'punjabi movies', 'new punjabi movies', 'goliyaan preet harpal']",839918,19648,1059,641,['CA'],2017-12-19,04:31:40
LsT3zZTLEdU,12-20-2017,Merkules - ''This Again'' (Official Video),Young Merkules,"['merkules', 'stompdown killaz', 'lil xan', 'lil skies', 'landon cube', 'sdk', 'chxpo', 'ill chris', 'ski mask the slump god', 'xxxtentacion', 'pouya', 'fat nick', 'suicide boys', 'adam 22', 'no jumper', 'cuf boys', 'reaction', 'remix', 'joyner lucas', 'canada', 'canadian', 'lil peep', 'lil tracy', 'gbc', 'complex', 'russ', 'mozzy', 'rope gang', 'cole bennett', 'lena the plug', 'lael hansen', 'jake paul', 'logan paul', 'team 10', 'gucci mane', 'trippie red', 'tekashi 69', 'lil windex', 'h3h3', 'post malone']",130551,12113,113,1013,['CA'],2017-12-19,18:31:21
zqhjpQxfq4Q,12-20-2017,Joyner Lucas I'm Not Racist Official Lyrics & Meaning,Genius,"['genius', 'rap genius', 'verified', 'official lyrics', 'lyrics', 'lyric video', 'Lyric videos', 'pop music', 'hip hop', 'rap', 'new pop music', 'joyner lucas half nigga', 'joyner lucas im not racist music video', 'im not racist music video', 'joyner lucas vevo']",1513232,71700,2264,6903,['CA'],2017-12-15,18:34:44
X8sSXU-J8fI,12-21-2017,Ozuna - La Modelo Ft Cardi B ( Video Oficial ),Ozuna,"['Ozuna', 'Reggaeton', 'Odisea', 'Odisea The Album', 'La Modelo', 'Cardi B', 'Video Oficial', 'Music Video', 'Latin Music']",9675155,354783,14105,20984,"['CA', 'GB', 'FR', 'DE']",2017-12-19,19:00:31
p_IwENcMPOA,12-21-2017,Thomas Rhett - Marry Me,ThomasRhettVEVO,"['Thomas', 'Rhett', 'Marry', 'Me', 'Valory', 'Country']",2262843,47312,1319,2318,"['US', 'CA']",2017-12-18,05:01:00
ORIpWftFyqo,12-21-2017,Nai Shad Da | Gippy Grewal | Jay K | Jaani | Nataša Stanković | Official Music Video | Humble Music,Humble Music,"['nai shad da', 'nai shad da gippy grewal', 'nai shad da song', 'nai shad da full song', 'gippy grewal song', 'jak k', 'jaani', 'gurlez akhtar', 'punjabi latest song', 'desi', 'punjabi romantic songs', 'punjabi sad songs', 'humble music']",5099701,141207,6236,5262,['CA'],2017-12-19,02:30:12
RHUxyXZBXY8,12-21-2017,Migos - Stir Fry (Audio),MigosVEVO,"['Migos', 'Stir Fry', 'StirFry', 'Stir', 'Fry', 'Culture 2', 'Pharrell', 'Pharrell Williams']",488231,29447,857,3139,"['US', 'CA', 'GB', 'FR']",2017-12-20,11:00:01
ZFy7RdZWwj8,12-21-2017,Joyner Lucas - Bank Account (Remix),joyner lucas,"['21 savage', 'bank account remix', 'joyner', 'lucas', 'tech n9ne', 'logic', 'j cole', 'kendrick lamar', 'eminem']",3215928,216352,3013,27617,['CA'],2017-12-18,17:21:12
LsT3zZTLEdU,12-21-2017,Merkules - ''This Again'' (Official Video),Young Merkules,"['merkules', 'stompdown killaz', 'lil xan', 'lil skies', 'landon cube', 'sdk', 'chxpo', 'ill chris', 'ski mask the slump god', 'xxxtentacion', 'pouya', 'fat nick', 'suicide boys', 'adam 22', 'no jumper', 'cuf boys', 'reaction', 'remix', 'joyner lucas', 'canada', 'canadian', 'lil peep', 'lil tracy', 'gbc', 'complex', 'russ', 'mozzy', 'rope gang', 'cole bennett', 'lena the plug', 'lael hansen', 'jake paul', 'logan paul', 'team 10', 'gucci mane', 'trippie red', 'tekashi 69', 'lil windex', 'h3h3', 'post malone']",284571,18975,249,1385,['CA'],2017-12-19,18:31:21
Jtzn9OQ20Vk,12-21-2017,Tareyaan De Des ( Full Video ) | Prabh Gill | Maninder Kailey | Desi Routz | Sukh Sanghera,Speed Records,"['Tareyaan De Des', 'punjabi songs', 'punjabi music', 'punjabi latest songs', 'punjabi romantic songs', 'punjabi', 'bhangra', 'latest punjabi songs 2017', 'punjab', 'desi', 'speed records', 'Prabh Gill', 'Maninder Kailey', 'Sukh Sanghera', 'prab gill', 'tareyan de des', 'taariyan de des', 'prabh gill new songs']",2369761,83419,1346,4239,['CA'],2017-12-17,12:30:00
