video_id,trending_date,title,channel_title,tags,views,likes,dislikes,comment_count,countries_trending_in,publish-day,publish-time
7RZzxbZ6WWY,2-23-2018,Manic Street Preachers - Distant Colours (Official Video),ManicStPreachersVEVO,"['manic street preachers', 'manic street preachers if you tolerate this', 'manic street preachers motorcycle emptiness', 'manic street preachers international blue', 'manic street preachers a design for life', 'manic street preachers your love alone', 'manic street preachers australia', 'manic street preachers you stole the sun from my heart', 'manic street preachers live', 'manic street preachers la tristesse durera', 'manic street preachers faster', 'manic', 'street']",76743,1436,79,230,['GB'],2018-02-16,08:00:00
kLpH1nSLJSs,2-23-2018,Bad Bunny - Amorfoda | Video Oficial,Bad Bunny,"['Bad', 'Bunny', 'Bad Bunny', 'Video Oficial', 'Music Video', 'Amor Foda', 'Amorfoda', 'No Quiero Que Nadie Me Hable De Amor', 'Ya Me Canse', 'Que nadie me hable de amor', 'San Valentin']",84550506,2325824,91517,131258,['GB'],2018-02-15,00:00:03
sZoZryCb0P0,2-23-2018,Lauv - Getting Over You [Official Audio],Lauv,"['Lauv', 'The Other', 'I Met You When I Was 18', 'IMYWIW18', 'Getting Over You']",2335888,67712,627,2078,['GB'],2018-02-14,05:01:24
08qd-vsHbaY,2-23-2018,BEACH HOUSE -- LEMON GLOW,BeachHouseVideoZone,['Beach House Lemon Glow'],280825,7596,97,659,['GB'],2018-02-15,02:34:17
HMKoFuOzkxc,2-23-2018,Lonzo Ball (ZO2) - LaVar (Born 2 Ball),Promo Sound,['Lonzo Ball'],447677,7974,579,1005,['GB'],2018-02-15,16:18:09
9S1Gc1nSXd4,2-23-2018,"Rick Ross - Florida Boy ft. T-Pain, Kodak Black",RickRossVEVO,"['rozay', 'rick ross', 'rather you than me', 'rytm', 'epic', 'rap', 'hip hop', 'epic records', 'black market', 'hood billionaire', 'full rick ross album', 'full album', 'full album rather you than me', 'full album black market', 'full album hood billionaire', 'miami', 'miami rap', 'the 305', 'dave county', 'mmg', 'pear', 'shout out to all the pear', 'chris delia shout out to all the pear', 'wing stop', 'checkers', 'belaire', 'fat boy', 'lemon pepper god', 'trap trap trap', 'took', 'my', 'roof', 'off', 'at', 'the']",2799956,59466,2735,4604,['GB'],2018-02-12,17:00:02
NV-3s2wwC8c,2-23-2018,BlocBoy JB & Drake Look Alive Prod By: Tay Keith (Official Music Video) Shot By: @Fredrivk_Ali,BlocBoy JB,"['OVO', 'BLOCNATION', 'BLOCBOY JB', 'DRAKE', 'ALI PROSUCTIONS', 'TAY KEITH', 'YOO ALI']",31220483,462526,13175,30749,['GB'],2018-02-09,05:03:31
A_xWDAbnBSU,2-23-2018,Migos - Walk It Talk It (Audio) ft. Drake,MigosVEVO,"['Migos', 'Walk', 'It', 'Talk', 'Quality', 'Control', 'Music', 'LLC', 'Hip', 'Hop']",5560094,67070,2081,1704,['GB'],2018-02-09,05:00:01
4uTNVumfm84,2-23-2018,Maroon 5 - Wait,Maroon5VEVO,"['Maroon', 'Wait', '222', 'Records/Interscope', 'Records', 'Pop']",25302791,507771,12020,20732,['GB'],2018-02-08,14:00:00
VA7Y_Psp5l4,2-23-2018,End Game - Behind The Scenes,Taylor Swift,"['taylor swift', 'end game', 'end', 'game', 'tswift', 'taylor', 'swift', 'ed sheeran', 'future', 'end game video']",1095787,51560,1070,3381,['GB'],2018-02-09,16:01:53
ABLsSWE06q4,2-23-2018,"Whethan, Dua Lipa - High (Audio)",FiftyShadesVEVO,"['Whethan', 'Dua', 'Lipa', 'High', 'Republic/Universal/FSF', 'Soundtrack']",3746421,84239,1011,1482,['GB'],2018-02-08,21:00:01
d7gOtEwaJzw,2-23-2018,This is Me [Dave Aude Remix] (from The Greatest Showman Soundtrack),Atlantic Records,"['music', 'official', 'music video', 'the greatest showman', 'zendaya', 'fox', 'soundtrack', 'atlantic records', 'wmg', 'warnermusicgroup', 'hugh jackman', 'zac efron', 'new movie']",451810,2401,470,162,['GB'],2018-02-09,05:22:50
OTHHeIAYfuU,2-23-2018,MGMT - Me and Michael,MGMTVEVO,"['Alternative', 'Columbia', 'MGMT', 'Me and Michael']",1112584,28954,928,2736,['GB'],2018-02-07,17:00:02
aMGQgC5yV-o,2-23-2018,Rich Homie Quan Changed (WSHH Exclusive - Official Music Video),WORLDSTARHIPHOP,"['world star hip hop', 'worldstarhiphop', 'worldstar', 'world star', 'worldstar youtube', 'youtube worldstar', 'worldstarhiphop youtube', 'youtube worldstarhiphop', 'worldstarhiphop channel', 'wshh', 'hip hop', 'hip hop music', 'rap', 'rap music', 'music', 'music video', 'exclusive', 'WSHH exclusive', 'Rich Homie Quan', 'Changed', 'Rich Homie Quan Changed', 'Rich As In Spirit', 'Rich Homie Quan Music', 'Rich Homie Quan 2018', 'Changed Rich Homie Quan', 'Worldstar', 'Official Music Video']",2152592,42367,1024,2409,['GB'],2018-02-06,01:29:58
baj6llvgpWA,2-23-2018,Justin Timberlake - Man of the Woods (Official Video),justintimberlakeVEVO,"['Justin Timberlake', 'Man of the Woods', 'Pop', 'RCA Records Label']",16978039,180025,15201,10033,['GB'],2018-02-02,05:00:00
LxoGNkLpgZk,2-23-2018,Iggy Azalea - Savior (Lyric Video) ft. Quavo,iggyazaleamusicVEVO,"['Iggy Azalea', 'Iggy', 'Azalea', 'Savior', 'Quavo', 'Island', 'Records', 'Hip', 'Hop']",5026191,135849,11565,13708,['GB'],2018-02-02,05:00:01
0uJUW24505E,2-23-2018,LIL SKIES - LETTUCE SANDWICH [OFFICIAL VIDEO] (Dir. by @NicholasJandora),Jandora Media,"['lil skies', 'lettuce sandwich', 'lil skies lettuce sandwich', 'skies music video', 'jandora media', 'xxl', 'nicholas jandora', 'skies', 'worldstarhiphop', 'AWG']",3662401,79032,1420,5170,['GB'],2018-02-01,20:30:00
AQNj9fMnzDo,2-23-2018,"Melendi, Carlos Vives - El Arrepentido",MelendiOficialVEVO,"['Melendi', 'Carlos', 'Vives', 'El', 'Arrepentido', 'Sony', 'Music', 'Entertainment', 'Pop']",16408946,112689,5604,2587,['GB'],2018-02-02,08:00:25
wfWkmURBNv8,2-23-2018,Ozuna x Romeo Santos - El Farsante Remix,Ozuna,"['Ozuna', 'Reggaeton', 'Odisea', 'Odisea The Album', 'Romeo Santos', 'El Farsante Remix']",229120662,1486754,132826,63221,['GB'],2018-01-30,15:00:05
LHUKKrcXfJs,2-23-2018,CHVRCHES - Get Out,ChvrchesVEVO,"['CHVRCHES', 'indie', 'bands', 'get out', 'the mother we share', 'leave a trace', 'every open eye', 'glastonbury', 'swsx', 'reading', 'leeds', 'bbc', 'xfm', 'virgin radio', 'streaming', 'spotify', 'apple music', 'annie mac', 'zane low', 'vans']",740555,14376,598,1186,['GB'],2018-01-31,19:35:00
sJGgV3p8JzY,2-23-2018,Grace VanderWaal - City Song,GraceVanderWaalVEVO,"['City Song', 'Grace VanderWaal', 'Pop', 'Syco Music/Columbia Records']",3223643,167264,1843,9506,['GB'],2018-01-31,15:00:04
6QtjdDiMLVg,2-23-2018,Judas Priest - Firepower (Audio),JudasPriestVEVO,"['Columbia', 'Firepower', 'Judas Priest', 'Metal/Hard Rock']",703044,15307,234,2024,['GB'],2018-02-02,05:01:01
qtTM2YV3bI8,2-23-2018,Lucas Lucco e Pabllo Vittar - Paraíso,Lucas Lucco,"['paraiso', 'lucas lucco', 'pabllo vittar', 'lucas lucco e pabllo vittar', 'paraiso lucas lucco', 'paraiso pabllo vittar', 'pop', 'pop music', 'pop brasil', 'pabllo vittar ko', 'ko', 'permanecer', 'permanecer lucas lucco', 'tic tac', 'tic tac lucas lucco', 'te pego de jeito', 'te levo pro paraiso', 'clipe paraiso', 'audio paraiso', 'e eu vou', 'eu vou eu vou', 'lucas lucco musicas', 'sertanejo', 'sertanejo 2018', '2018', 'pop 2018', 'carnaval', 'carnaval 2018', 'musica do carnaval', 'anitta', 'vai malandra', 'vai malandra clipe', 'malandra']",51140731,1166511,415141,273459,['GB'],2018-01-28,23:41:31
lpzJNwur6Zk,2-23-2018,SUZY (수지) 'HOLIDAY (Feat. DPR LIVE)' M/V,jypentertainment,"['JYP Entertainment', 'JYP']",4147130,126160,3413,7634,['GB'],2018-01-29,09:00:04
GJTtiYMdMtk,2-23-2018,"Mabel, Not3s - Fine Line (Official Video)",MabelVEVO,"['Mabel', 'Not3s', 'Fine', 'Line', 'Polydor']",4525244,53364,1464,1526,['GB'],2018-01-25,08:00:00
9f5zD7ZSNpQ,2-23-2018,"Kali Uchis - After The Storm ft. Tyler, The Creator, Bootsy Collins",KaliUchisVEVO,"['kaliuchis', 'jorja smith', 'daniel caesar', 'bootsy collins', 'tyler', 'the creator', 'kelela', 'khelani', 'tyrant', 'hero', 'after the storm']",8568571,240597,4217,8622,['GB'],2018-01-25,16:00:01
yN7N0P2TxHQ,2-23-2018,Thirty Seconds To Mars - Dangerous Night (Audio),ThirtySecondsToMarsVEVO,"['Thirty Seconds to Mars', 'Dangerous Night', 'Thirty Seconds to Mars Dangerous Night', '30 seconds to mars dangerous night', '30 sec to mars', 'dangerous night video', 'dangerous night official', 'dangerous night lyrics', 'dangerous night lyric video', 'jared leto', 'jared', 'leto', 'mars', 'thirty', 'seconds', '30 seconds to mars', '30STM', 'Walk on Water', 'shannon leto', 'tomo millicevic', 'official', 'song', 'full song', 'new music', 'music', 'pop', 'alternative', 'pop rock', 'single', 'this', 'is']",2797099,68524,2877,5785,['GB'],2018-01-25,17:00:07
bYXM3uz1bjM,2-23-2018,James Blake - If The Car Beside You Moves Ahead (Official video),JamesBlakeVEVO,"['James', 'Blake', 'If', 'The', 'Car', 'Beside', 'You', 'Moves', 'Ahead', 'Polydor', 'Electronic']",990904,19093,1348,1276,['GB'],2018-01-26,00:00:01
TXHB9wL4WFg,2-24-2018,2CELLOS - Perfect - Ed Sheeran,2CELLOS,"['2CELLOS', 'Luka Sulic', 'Stjepan Hauser', 'cello', 'cellist', 'cellists', 'cover', 'Glee', 'crossover', '2 Cellos', 'two cellos', 'Hauser', 'Ed Sheeran', 'Perfect', 'classical music', 'music', 'pop', 'violin', 'Piano Guys', 'Lindsey Stirling']",192322,18629,85,802,"['GB', 'FR']",2018-02-23,12:35:37
GEsK9GudV2M,2-24-2018,Troye Sivan - My My My! (Acoustic),TroyeSivanVEVO,"['troye sivan', 'my my my', 'acoustic', 'live', 'my my my live', 'my my my acoustic']",321002,49789,338,2793,"['US', 'GB']",2018-02-23,05:00:01
XZ-IYxacK3I,2-24-2018,dodie Party Tattoos Official Lyrics & Meaning | Verified,Genius,"['genius', 'rap genius', 'verified', 'official lyrics', 'lyrics', 'lyric video', 'Lyric videos', 'pop music', 'hip hop', 'rap', 'new pop music', 'doddleoddle', 'doddlevloggle', 'mental health', 'depression', 'british', 'uk', 'ukulele', 'secrets for the mad', 'dodie clark']",176904,16380,269,961,['GB'],2018-02-20,20:26:12
wrvN87l3s08,2-24-2018,Trippie Redd - Dark Knight Dummo ft. Travis Scott,TrippieReddVEVO,"['Trippie', 'Redd', 'Travis', 'Scott', 'Dark', 'Knight', 'Dummo', 'TenThousand', 'Projects', 'LLC', 'Rap']",1015196,68678,1495,5842,['GB'],2018-02-20,05:00:03
l-2xdJWnDv4,2-24-2018,Editors - Hallelujah (So Low) [Official Video],Editors,"['Editors', 'Hallelujah', 'Violence', 'Magazine', 'Tom Smith', 'Munich', 'Editors new', 'Editors 2018', 'Rahi', 'Rezvani', 'The back room', 'Pukkelpop']",101585,3371,88,201,['GB'],2018-02-21,21:07:02
jzD_yyEcp0M,2-24-2018,Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,Marshmello,"['Friends', 'Marshmello', 'Anne Marie', 'anne', 'marie', 'marshmello friends', 'anne marie friends', 'marshmello anne marie', 'friendzone anthem', 'friendzone', 'friend zone', 'friendzone song', 'marshmello alone', 'marshmello silence', 'marshmello spotlight', 'anne marie ciao adios', 'dua lipa', 'marshmello wolves', 'selena gomez', 'chainsmokers', 'justin bieber friends', 'friends lyrics', 'pop music', 'pop', 'friends music video', 'ciao adios', 'the middle', 'camila cabello', 'new rules', 'wolves', 'finesse', 'Drake gods plan', 'drake', 'amigos']",12751986,511394,9133,32434,['GB'],2018-02-16,12:41:36
wfWIs2gFTAM,2-24-2018,Eminem - River ft. Ed Sheeran,EminemVEVO,"['Eminem', 'River', 'Aftermath/Shady/Interscope', 'Rap', 'River video', 'River official video', 'River music video', 'River video Eminem Ed Sheeran', 'River official video Eminem Ed Sheeran', 'River music video Eminem Ed Sheeran', 'Eminem 2017', 'Eminem 2018', 'New Eminem', 'New Eminem 2017', 'New Eminem 2018', 'Eminem Ed Sheeran', 'Eminem Ed Sheeran Collab', 'Eminem River', 'Ed Sheeran River', 'Eminem Ed Sheeran River', 'River ft Ed Sheeran', 'Revival', 'Eminem Revival', 'Revival 2017', 'all']",32730338,1199987,26862,67809,"['US', 'GB']",2018-02-14,15:00:06
7RZzxbZ6WWY,2-24-2018,Manic Street Preachers - Distant Colours (Official Video),ManicStPreachersVEVO,"['manic street preachers', 'manic street preachers if you tolerate this', 'manic street preachers motorcycle emptiness', 'manic street preachers international blue', 'manic street preachers a design for life', 'manic street preachers your love alone', 'manic street preachers australia', 'manic street preachers you stole the sun from my heart', 'manic street preachers live', 'manic street preachers la tristesse durera', 'manic street preachers faster', 'manic', 'street']",80546,1487,80,243,['GB'],2018-02-16,08:00:00
kLpH1nSLJSs,2-24-2018,Bad Bunny - Amorfoda | Video Oficial,Bad Bunny,"['Bad', 'Bunny', 'Bad Bunny', 'Video Oficial', 'Music Video', 'Amor Foda', 'Amorfoda', 'No Quiero Que Nadie Me Hable De Amor', 'Ya Me Canse', 'Que nadie me hable de amor', 'San Valentin']",96054021,2440512,99330,138044,['GB'],2018-02-15,00:00:03
sZoZryCb0P0,2-24-2018,Lauv - Getting Over You [Official Audio],Lauv,"['Lauv', 'The Other', 'I Met You When I Was 18', 'IMYWIW18', 'Getting Over You']",2508985,69420,654,2113,['GB'],2018-02-14,05:01:24
08qd-vsHbaY,2-24-2018,BEACH HOUSE -- LEMON GLOW,BeachHouseVideoZone,['Beach House Lemon Glow'],302901,7969,103,697,['GB'],2018-02-15,02:34:17
HMKoFuOzkxc,2-24-2018,Lonzo Ball (ZO2) - LaVar (Born 2 Ball),Promo Sound,['Lonzo Ball'],454649,8029,582,1008,['GB'],2018-02-15,16:18:09
9S1Gc1nSXd4,2-24-2018,"Rick Ross - Florida Boy ft. T-Pain, Kodak Black",RickRossVEVO,"['rozay', 'rick ross', 'rather you than me', 'rytm', 'epic', 'rap', 'hip hop', 'epic records', 'black market', 'hood billionaire', 'full rick ross album', 'full album', 'full album rather you than me', 'full album black market', 'full album hood billionaire', 'miami', 'miami rap', 'the 305', 'dave county', 'mmg', 'pear', 'shout out to all the pear', 'chris delia shout out to all the pear', 'wing stop', 'checkers', 'belaire', 'fat boy', 'lemon pepper god', 'trap trap trap', 'took', 'my', 'roof', 'off', 'at', 'the']",3080359,61900,2879,4709,['GB'],2018-02-12,17:00:02
NV-3s2wwC8c,2-24-2018,BlocBoy JB & Drake Look Alive Prod By: Tay Keith (Official Music Video) Shot By: @Fredrivk_Ali,BlocBoy JB,"['OVO', 'BLOCNATION', 'BLOCBOY JB', 'DRAKE', 'ALI PROSUCTIONS', 'TAY KEITH', 'YOO ALI']",33922465,481062,14151,31498,['GB'],2018-02-09,05:03:31
A_xWDAbnBSU,2-24-2018,Migos - Walk It Talk It (Audio) ft. Drake,MigosVEVO,"['Migos', 'Walk', 'It', 'Talk', 'Quality', 'Control', 'Music', 'LLC', 'Hip', 'Hop']",6071592,70740,2236,1800,['GB'],2018-02-09,05:00:01
4uTNVumfm84,2-24-2018,Maroon 5 - Wait,Maroon5VEVO,"['Maroon', 'Wait', '222', 'Records/Interscope', 'Records', 'Pop']",26643402,517441,12307,21003,['GB'],2018-02-08,14:00:00
ABLsSWE06q4,2-24-2018,"Whethan, Dua Lipa - High (Audio)",FiftyShadesVEVO,"['Whethan', 'Dua', 'Lipa', 'High', 'Republic/Universal/FSF', 'Soundtrack']",3973334,86273,1048,1474,['GB'],2018-02-08,21:00:01
d7gOtEwaJzw,2-24-2018,This is Me [Dave Aude Remix] (from The Greatest Showman Soundtrack),Atlantic Records,"['music', 'official', 'music video', 'the greatest showman', 'zendaya', 'fox', 'soundtrack', 'atlantic records', 'wmg', 'warnermusicgroup', 'hugh jackman', 'zac efron', 'new movie']",473427,2459,480,167,['GB'],2018-02-09,05:22:50
OTHHeIAYfuU,2-24-2018,MGMT - Me and Michael,MGMTVEVO,"['Alternative', 'Columbia', 'MGMT', 'Me and Michael']",1147398,29373,959,2786,['GB'],2018-02-07,17:00:02
YtKap-E0OGM,2-24-2018,Gods Plan - Drake (William Singe Cover),William Singe,"['William Singe', 'drake', 'gods plan', 'gods plan cover', 'drake cover', 'gods plan rendition', 'will singe', 'drake gods plan cover', 'gods plan drake', 'drake gods plan', 'william singe gods plan', 'gods plan william singe', 'gods plan 2018', 'william singe cover', 'william singe 2018 william singe music', 'drake 2018', 'drake music', 'rnb', 'music', 'soul', 'soul music', 'rnb music', 'hip hop music', 'new cover music', 'cover music']",1355655,55604,628,2694,['GB'],2018-02-06,00:00:48
aMGQgC5yV-o,2-24-2018,Rich Homie Quan Changed (WSHH Exclusive - Official Music Video),WORLDSTARHIPHOP,"['world star hip hop', 'worldstarhiphop', 'worldstar', 'world star', 'worldstar youtube', 'youtube worldstar', 'worldstarhiphop youtube', 'youtube worldstarhiphop', 'worldstarhiphop channel', 'wshh', 'hip hop', 'hip hop music', 'rap', 'rap music', 'music', 'music video', 'exclusive', 'WSHH exclusive', 'Rich Homie Quan', 'Changed', 'Rich Homie Quan Changed', 'Rich As In Spirit', 'Rich Homie Quan Music', 'Rich Homie Quan 2018', 'Changed Rich Homie Quan', 'Worldstar', 'Official Music Video']",2232795,42958,1058,2439,['GB'],2018-02-06,01:29:58
baj6llvgpWA,2-24-2018,Justin Timberlake - Man of the Woods (Official Video),justintimberlakeVEVO,"['Justin Timberlake', 'Man of the Woods', 'Pop', 'RCA Records Label']",17361860,181526,15368,10095,['GB'],2018-02-02,05:00:00
LxoGNkLpgZk,2-24-2018,Iggy Azalea - Savior (Lyric Video) ft. Quavo,iggyazaleamusicVEVO,"['Iggy Azalea', 'Iggy', 'Azalea', 'Savior', 'Quavo', 'Island', 'Records', 'Hip', 'Hop']",5133699,136871,11615,13775,['GB'],2018-02-02,05:00:01
0uJUW24505E,2-24-2018,LIL SKIES - LETTUCE SANDWICH [OFFICIAL VIDEO] (Dir. by @NicholasJandora),Jandora Media,"['lil skies', 'lettuce sandwich', 'lil skies lettuce sandwich', 'skies music video', 'jandora media', 'xxl', 'nicholas jandora', 'skies', 'worldstarhiphop', 'AWG']",3778922,79964,1451,5208,['GB'],2018-02-01,20:30:00
AQNj9fMnzDo,2-24-2018,"Melendi, Carlos Vives - El Arrepentido",MelendiOficialVEVO,"['Melendi', 'Carlos', 'Vives', 'El', 'Arrepentido', 'Sony', 'Music', 'Entertainment', 'Pop']",17016143,114497,5718,2625,['GB'],2018-02-02,08:00:25
wfWkmURBNv8,2-24-2018,Ozuna x Romeo Santos - El Farsante Remix,Ozuna,"['Ozuna', 'Reggaeton', 'Odisea', 'Odisea The Album', 'Romeo Santos', 'El Farsante Remix']",242791279,1511525,136018,64003,['GB'],2018-01-30,15:00:05
LHUKKrcXfJs,2-24-2018,CHVRCHES - Get Out,ChvrchesVEVO,"['CHVRCHES', 'indie', 'bands', 'get out', 'the mother we share', 'leave a trace', 'every open eye', 'glastonbury', 'swsx', 'reading', 'leeds', 'bbc', 'xfm', 'virgin radio', 'streaming', 'spotify', 'apple music', 'annie mac', 'zane low', 'vans']",758535,14591,606,1214,['GB'],2018-01-31,19:35:00
sJGgV3p8JzY,2-24-2018,Grace VanderWaal - City Song,GraceVanderWaalVEVO,"['City Song', 'Grace VanderWaal', 'Pop', 'Syco Music/Columbia Records']",3310122,169289,1869,9565,['GB'],2018-01-31,15:00:04
6QtjdDiMLVg,2-24-2018,Judas Priest - Firepower (Audio),JudasPriestVEVO,"['Columbia', 'Firepower', 'Judas Priest', 'Metal/Hard Rock']",727077,15489,245,2021,['GB'],2018-02-02,05:01:01
qtTM2YV3bI8,2-24-2018,Lucas Lucco e Pabllo Vittar - Paraíso,Lucas Lucco,"['paraiso', 'lucas lucco', 'pabllo vittar', 'lucas lucco e pabllo vittar', 'paraiso lucas lucco', 'paraiso pabllo vittar', 'pop', 'pop music', 'pop brasil', 'pabllo vittar ko', 'ko', 'permanecer', 'permanecer lucas lucco', 'tic tac', 'tic tac lucas lucco', 'te pego de jeito', 'te levo pro paraiso', 'clipe paraiso', 'audio paraiso', 'e eu vou', 'eu vou eu vou', 'lucas lucco musicas', 'sertanejo', 'sertanejo 2018', '2018', 'pop 2018', 'carnaval', 'carnaval 2018', 'musica do carnaval', 'anitta', 'vai malandra', 'vai malandra clipe', 'malandra']",51949183,1171357,416993,274253,['GB'],2018-01-28,23:41:31
lpzJNwur6Zk,2-24-2018,SUZY (수지) 'HOLIDAY (Feat. DPR LIVE)' M/V,jypentertainment,"['JYP Entertainment', 'JYP']",4201244,126688,3429,7660,['GB'],2018-01-29,09:00:04
TXHB9wL4WFg,2-25-2018,2CELLOS - Perfect - Ed Sheeran,2CELLOS,"['2CELLOS', 'Luka Sulic', 'Stjepan Hauser', 'cello', 'cellist', 'cellists', 'cover', 'Glee', 'crossover', '2 Cellos', 'two cellos', 'Hauser', 'Ed Sheeran', 'Perfect', 'classical music', 'music', 'pop', 'violin', 'Piano Guys', 'Lindsey Stirling']",345079,25321,149,962,['GB'],2018-02-23,12:35:37
wrvN87l3s08,2-25-2018,Trippie Redd - Dark Knight Dummo ft. Travis Scott,TrippieReddVEVO,"['Trippie', 'Redd', 'Travis', 'Scott', 'Dark', 'Knight', 'Dummo', 'TenThousand', 'Projects', 'LLC', 'Rap']",1894780,105312,3093,8833,['GB'],2018-02-20,05:00:03
XZ-IYxacK3I,2-25-2018,dodie Party Tattoos Official Lyrics & Meaning | Verified,Genius,"['genius', 'rap genius', 'verified', 'official lyrics', 'lyrics', 'lyric video', 'Lyric videos', 'pop music', 'hip hop', 'rap', 'new pop music', 'doddleoddle', 'doddlevloggle', 'mental health', 'depression', 'british', 'uk', 'ukulele', 'secrets for the mad', 'dodie clark']",214779,19696,300,1071,['GB'],2018-02-20,20:26:12
l-2xdJWnDv4,2-25-2018,Editors - Hallelujah (So Low) [Official Video],Editors,"['Editors', 'Hallelujah', 'Violence', 'Magazine', 'Tom Smith', 'Munich', 'Editors new', 'Editors 2018', 'Rahi', 'Rezvani', 'The back room', 'Pukkelpop']",125620,3838,100,234,['GB'],2018-02-21,21:07:02
jzD_yyEcp0M,2-25-2018,Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,Marshmello,"['Friends', 'Marshmello', 'Anne Marie', 'anne', 'marie', 'marshmello friends', 'anne marie friends', 'marshmello anne marie', 'friendzone anthem', 'friendzone', 'friend zone', 'friendzone song', 'marshmello alone', 'marshmello silence', 'marshmello spotlight', 'anne marie ciao adios', 'dua lipa', 'marshmello wolves', 'selena gomez', 'chainsmokers', 'justin bieber friends', 'friends lyrics', 'pop music', 'pop', 'friends music video', 'ciao adios', 'the middle', 'camila cabello', 'new rules', 'wolves', 'finesse', 'Drake gods plan', 'drake', 'amigos']",14393655,541137,9683,33458,['GB'],2018-02-16,12:41:36
wfWIs2gFTAM,2-25-2018,Eminem - River ft. Ed Sheeran,EminemVEVO,"['Eminem', 'River', 'Aftermath/Shady/Interscope', 'Rap', 'River video', 'River official video', 'River music video', 'River video Eminem Ed Sheeran', 'River official video Eminem Ed Sheeran', 'River music video Eminem Ed Sheeran', 'Eminem 2017', 'Eminem 2018', 'New Eminem', 'New Eminem 2017', 'New Eminem 2018', 'Eminem Ed Sheeran', 'Eminem Ed Sheeran Collab', 'Eminem River', 'Ed Sheeran River', 'Eminem Ed Sheeran River', 'River ft Ed Sheeran', 'Revival', 'Eminem Revival', 'Revival 2017', 'all']",35643232,1233949,28022,68685,['GB'],2018-02-14,15:00:06
kLpH1nSLJSs,2-25-2018,Bad Bunny - Amorfoda | Video Oficial,Bad Bunny,"['Bad', 'Bunny', 'Bad Bunny', 'Video Oficial', 'Music Video', 'Amor Foda', 'Amorfoda', 'No Quiero Que Nadie Me Hable De Amor', 'Ya Me Canse', 'Que nadie me hable de amor', 'San Valentin']",109364961,2549958,107597,143923,['GB'],2018-02-15,00:00:03
sZoZryCb0P0,2-25-2018,Lauv - Getting Over You [Official Audio],Lauv,"['Lauv', 'The Other', 'I Met You When I Was 18', 'IMYWIW18', 'Getting Over You']",2704895,71258,691,2136,['GB'],2018-02-14,05:01:24
08qd-vsHbaY,2-25-2018,BEACH HOUSE -- LEMON GLOW,BeachHouseVideoZone,['Beach House Lemon Glow'],327075,8322,113,721,['GB'],2018-02-15,02:34:17
HMKoFuOzkxc,2-25-2018,Lonzo Ball (ZO2) - LaVar (Born 2 Ball),Promo Sound,['Lonzo Ball'],459996,8076,586,955,['GB'],2018-02-15,16:18:09
9S1Gc1nSXd4,2-25-2018,"Rick Ross - Florida Boy ft. T-Pain, Kodak Black",RickRossVEVO,"['rozay', 'rick ross', 'rather you than me', 'rytm', 'epic', 'rap', 'hip hop', 'epic records', 'black market', 'hood billionaire', 'full rick ross album', 'full album', 'full album rather you than me', 'full album black market', 'full album hood billionaire', 'miami', 'miami rap', 'the 305', 'dave county', 'mmg', 'pear', 'shout out to all the pear', 'chris delia shout out to all the pear', 'wing stop', 'checkers', 'belaire', 'fat boy', 'lemon pepper god', 'trap trap trap', 'took', 'my', 'roof', 'off', 'at', 'the']",3366737,63900,3001,4702,['GB'],2018-02-12,17:00:02
NV-3s2wwC8c,2-25-2018,BlocBoy JB & Drake Look Alive Prod By: Tay Keith (Official Music Video) Shot By: @Fredrivk_Ali,BlocBoy JB,"['OVO', 'BLOCNATION', 'BLOCBOY JB', 'DRAKE', 'ALI PROSUCTIONS', 'TAY KEITH', 'YOO ALI']",36274496,497005,14963,32154,['GB'],2018-02-09,05:03:31
A_xWDAbnBSU,2-25-2018,Migos - Walk It Talk It (Audio) ft. Drake,MigosVEVO,"['Migos', 'Walk', 'It', 'Talk', 'Quality', 'Control', 'Music', 'LLC', 'Hip', 'Hop']",6605376,74266,2396,1888,['GB'],2018-02-09,05:00:01
4uTNVumfm84,2-25-2018,Maroon 5 - Wait,Maroon5VEVO,"['Maroon', 'Wait', '222', 'Records/Interscope', 'Records', 'Pop']",27885505,526367,12593,21190,['GB'],2018-02-08,14:00:00
ABLsSWE06q4,2-25-2018,"Whethan, Dua Lipa - High (Audio)",FiftyShadesVEVO,"['Whethan', 'Dua', 'Lipa', 'High', 'Republic/Universal/FSF', 'Soundtrack']",4205783,88132,1084,1487,['GB'],2018-02-08,21:00:01
d7gOtEwaJzw,2-25-2018,This is Me [Dave Aude Remix] (from The Greatest Showman Soundtrack),Atlantic Records,"['music', 'official', 'music video', 'the greatest showman', 'zendaya', 'fox', 'soundtrack', 'atlantic records', 'wmg', 'warnermusicgroup', 'hugh jackman', 'zac efron', 'new movie']",495887,2531,495,170,['GB'],2018-02-09,05:22:50
OTHHeIAYfuU,2-25-2018,MGMT - Me and Michael,MGMTVEVO,"['Alternative', 'Columbia', 'MGMT', 'Me and Michael']",1178195,29674,996,2807,['GB'],2018-02-07,17:00:02
